id,mass,GeoLocation,name,class_met,year_seen
11484,11.9,"(-76.183330, 157.166670)",Elephant Moraine 96295,L6,1996
11485,2.6,"(-76.183330, 157.166670)",Elephant Moraine 96296,H6,1996
11486,2.9,"(-76.183330, 157.166670)",Elephant Moraine 96297,H5,1996
11487,20.7,"(-76.183330, 157.166670)",Elephant Moraine 96298,L6,1996
11488,50.5,"(-76.183330, 157.166670)",Elephant Moraine 96299,EH4/5,1996
11489,4.8,"(-76.183330, 157.166670)",Elephant Moraine 96300,H6,1996
11490,0.7,"(-76.183330, 157.166670)",Elephant Moraine 96301,H6,1996
11491,15.3,"(-76.183330, 157.166670)",Elephant Moraine 96302,H6,1996
11492,28.3,"(-76.183330, 157.166670)",Elephant Moraine 96303,LL5,1996
11493,15.7,"(-76.183330, 157.166670)",Elephant Moraine 96304,L6,1996
11494,17,"(-76.183330, 157.166670)",Elephant Moraine 96305,L6,1996
11495,1.3,"(-76.183330, 157.166670)",Elephant Moraine 96306,H6,1996
11496,2.4,"(-76.183330, 157.166670)",Elephant Moraine 96307,H6,1996
11497,14.7,"(-76.183330, 157.166670)",Elephant Moraine 96308,LL6,1996
11498,7.9,"(-76.183330, 157.166670)",Elephant Moraine 96309,EH4/5,1996
11499,6.8,"(-76.183330, 157.166670)",Elephant Moraine 96310,H4,1996
11500,13.1,"(-76.183330, 157.166670)",Elephant Moraine 96311,LL6,1996
11501,1.1,"(-76.183330, 157.166670)",Elephant Moraine 96312,L6,1996
11502,126.6,"(-76.183330, 157.166670)",Elephant Moraine 96313,L6,1996
11503,80.3,"(-76.183330, 157.166670)",Elephant Moraine 96314,Ureilite,1996
11504,46.6,"(-76.183330, 157.166670)",Elephant Moraine 96315,H6,1996
11505,75.3,"(-76.183330, 157.166670)",Elephant Moraine 96316,L6,1996
11506,99.9,"(-76.183330, 157.166670)",Elephant Moraine 96317,L6,1996
11507,2.5,"(-76.183330, 157.166670)",Elephant Moraine 96318,H6,1996
11508,36.6,"(-76.183330, 157.166670)",Elephant Moraine 96320,L6,1996
11509,6.3,"(-76.183330, 157.166670)",Elephant Moraine 96321,LL5,1996
11510,17.1,"(-76.183330, 157.166670)",Elephant Moraine 96322,Ureilite,1996
11511,1.2,"(-76.183330, 157.166670)",Elephant Moraine 96323,L6,1996
11512,66.8,"(-76.183330, 157.166670)",Elephant Moraine 96324,L6,1996
11513,2.1,"(-76.183330, 157.166670)",Elephant Moraine 96325,L6,1996
11514,1.3,"(-76.183330, 157.166670)",Elephant Moraine 96326,L6,1996
11515,1.5,"(-76.183330, 157.166670)",Elephant Moraine 96327,L4,1996
11516,7.1,"(-76.183330, 157.166670)",Elephant Moraine 96328,Ureilite,1996
11517,10,"(-76.183330, 157.166670)",Elephant Moraine 96329,L6,1996
11518,75.8,"(-76.183330, 157.166670)",Elephant Moraine 96330,L6,1996
11519,121.9,"(-76.183330, 157.166670)",Elephant Moraine 96331,Ureilite,1996
11520,136.5,"(-76.183330, 157.166670)",Elephant Moraine 96332,L6,1996
11521,164.1,"(-76.183330, 157.166670)",Elephant Moraine 96333,L6,1996
11522,5.6,"(-76.183330, 157.166670)",Elephant Moraine 96334,H6,1996
11523,11.2,"(-76.183330, 157.166670)",Elephant Moraine 96335,L5,1996
11524,12.8,"(-76.183330, 157.166670)",Elephant Moraine 96336,L6,1996
11525,73.9,"(-76.183330, 157.166670)",Elephant Moraine 96337,L6,1996
11526,62.6,"(-76.183330, 157.166670)",Elephant Moraine 96338,H6,1996
11527,41.3,"(-76.183330, 157.166670)",Elephant Moraine 96339,L5,1996
11528,137.8,"(-76.183330, 157.166670)",Elephant Moraine 96340,L6,1996
11529,26,"(-76.183330, 157.166670)",Elephant Moraine 96341,EH4/5,1996
11530,3.9,"(-76.183330, 157.166670)",Elephant Moraine 96342,H6,1996
11531,19.7,"(-76.183330, 157.166670)",Elephant Moraine 96343,L6,1996
11532,2.7,"(-76.183330, 157.166670)",Elephant Moraine 96344,H6,1996
11533,15.3,"(-76.183330, 157.166670)",Elephant Moraine 96345,L4,1996
11534,97.2,"(-76.183330, 157.166670)",Elephant Moraine 96346,L6,1996
11535,115.1,"(-76.183330, 157.166670)",Elephant Moraine 96347,H5,1996
11536,86.9,"(-76.183330, 157.166670)",Elephant Moraine 96348,H6,1996
11537,25.6,"(-76.183330, 157.166670)",Elephant Moraine 96349,L6,1996
11538,36.5,"(-76.183330, 157.166670)",Elephant Moraine 96350,L6,1996
11539,120.8,"(-76.183330, 157.166670)",Elephant Moraine 96351,L6,1996
11540,21.5,"(-76.183330, 157.166670)",Elephant Moraine 96352,LL5,1996
11541,233.8,"(-76.183330, 157.166670)",Elephant Moraine 99400,Howardite,1999
11542,604.6,"(-76.183330, 157.166670)",Elephant Moraine 99401,H5,1999
11543,180.5,"(-76.183330, 157.166670)",Elephant Moraine 99402,Brachinite,1999
11544,111.8,"(-76.183330, 157.166670)",Elephant Moraine 99403,L6,1999
11545,339.6,"(-76.183330, 157.166670)",Elephant Moraine 99404,H4,1999
11546,104.3,"(-76.183330, 157.166670)",Elephant Moraine 99405,L5,1999
11547,112.9,"(-76.183330, 157.166670)",Elephant Moraine 99406,H5,1999
11548,60,"(-76.183330, 157.166670)",Elephant Moraine 99407,Brachinite,1999
11549,147.7,"(-76.183330, 157.166670)",Elephant Moraine 99408,Howardite,1999
11550,400.2,"(-76.183330, 157.166670)",Elephant Moraine 99409,L6,1999
11551,205.1,"(-76.183330, 157.166670)",Elephant Moraine 99410,L6,1999
11552,223.8,"(-76.183330, 157.166670)",Elephant Moraine 99411,H6,1999
11553,250,"(-76.183330, 157.166670)",Elephant Moraine 99412,H5,1999
11554,172.7,"(-76.183330, 157.166670)",Elephant Moraine 99413,H5,1999
11555,121,"(-76.183330, 157.166670)",Elephant Moraine 99414,H5,1999
11556,98.2,"(-76.183330, 157.166670)",Elephant Moraine 99415,H5,1999
11557,187.7,"(-76.183330, 157.166670)",Elephant Moraine 99416,H5,1999
11558,89.2,"(-76.183330, 157.166670)",Elephant Moraine 99417,H5,1999
11559,83.2,"(-76.183330, 157.166670)",Elephant Moraine 99418,L5,1999
11560,54,"(-76.183330, 157.166670)",Elephant Moraine 99419,L5,1999
11561,725.8,"(-76.183330, 157.166670)",Elephant Moraine 99420,L5,1999
11562,65.7,"(-76.183330, 157.166670)",Elephant Moraine 99421,H5,1999
11563,240,"(-76.183330, 157.166670)",Elephant Moraine 99422,H5,1999
11564,169.5,"(-76.183330, 157.166670)",Elephant Moraine 99423,H5,1999
11565,156.6,"(-76.183330, 157.166670)",Elephant Moraine 99424,L5,1999
11566,61.9,"(-76.183330, 157.166670)",Elephant Moraine 99425,H5,1999
11567,31.6,"(-76.183330, 157.166670)",Elephant Moraine 99426,H5,1999
11568,38.8,"(-76.183330, 157.166670)",Elephant Moraine 99427,H5,1999
11569,63.8,"(-76.183330, 157.166670)",Elephant Moraine 99428,H5,1999
11570,20.9,"(-76.183330, 157.166670)",Elephant Moraine 99429,H5,1999
11571,27.1,"(-76.183330, 157.166670)",Elephant Moraine 99430,CK4,1999
11572,26.4,"(-76.183330, 157.166670)",Elephant Moraine 99431,H5,1999
11573,18.2,"(-76.183330, 157.166670)",Elephant Moraine 99432,H5,1999
11574,12.2,"(-76.183330, 157.166670)",Elephant Moraine 99433,H6,1999
11575,20.1,"(-76.183330, 157.166670)",Elephant Moraine 99434,L5,1999
11576,2,"(-76.183330, 157.166670)",Elephant Moraine 99435,H6,1999
11577,4.2,"(-76.183330, 157.166670)",Elephant Moraine 99436,H6,1999
11578,6,"(-76.183330, 157.166670)",Elephant Moraine 99437,CM2,1999
11579,1.5,"(-76.183330, 157.166670)",Elephant Moraine 99438,H5,1999
11580,9.3,"(-76.183330, 157.166670)",Elephant Moraine 99439,L5,1999
11581,5,"(-76.183330, 157.166670)",Elephant Moraine 99440,L5,1999
11582,2.2,"(-76.183330, 157.166670)",Elephant Moraine 99441,H6,1999
11583,0.3,"(-76.183330, 157.166670)",Elephant Moraine 99442,H5,1999
11584,2.4,"(-76.183330, 157.166670)",Elephant Moraine 99443,Howardite,1999
11585,15.3,"(-76.183330, 157.166670)",Elephant Moraine 99444,L5,1999
11586,4.9,"(-76.183330, 157.166670)",Elephant Moraine 99445,H5,1999
11587,15.1,"(-76.183330, 157.166670)",Elephant Moraine 99446,H5,1999
11588,1,"(-76.183330, 157.166670)",Elephant Moraine 99447,H6,1999
11589,7,"(-76.183330, 157.166670)",Elephant Moraine 99448,H5,1999
11590,10.9,"(-76.183330, 157.166670)",Elephant Moraine 99449,H5,1999
11591,28,"(-76.183330, 157.166670)",Elephant Moraine 99450,L5,1999
11592,19.3,"(-76.183330, 157.166670)",Elephant Moraine 99451,H5,1999
11593,14.6,"(-76.183330, 157.166670)",Elephant Moraine 99452,H5,1999
11594,22,"(-76.183330, 157.166670)",Elephant Moraine 99453,L5,1999
11595,25,"(-76.183330, 157.166670)",Elephant Moraine 99454,H5,1999
11596,41.8,"(-76.183330, 157.166670)",Elephant Moraine 99456,H5,1999
11597,9.8,"(-76.183330, 157.166670)",Elephant Moraine 99457,L4,1999
11598,7.4,"(-76.183330, 157.166670)",Elephant Moraine 99458,L6,1999
11599,41.3,"(-76.183330, 157.166670)",Elephant Moraine 99459,L4,1999
11600,7942,"(-76.290830, 157.266670)",Elephant Moraine A79001,Martian (shergottite),1979
11601,2843,"(-76.330000, 157.242780)",Elephant Moraine A79002,Diogenite,1979
11602,435.6,"(-76.290000, 157.238330)",Elephant Moraine A79003,L6,1979
11603,390.3,"(-76.291670, 157.239450)",Elephant Moraine A79004,Eucrite-pmict,1979
11604,450.9,"(-76.291110, 157.239440)",Elephant Moraine A79005,Eucrite-pmict,1979
11605,716.4,"(-76.291110, 157.222780)",Elephant Moraine A79006,Eucrite-pmict,1979
11606,199.9,"(-76.288600, 157.221180)",Elephant Moraine A79007,H5,1979
11607,140.3,"(-76.290280, 157.227780)",Elephant Moraine A79009,L5,1979
11608,287.3,"(-76.291670, 157.222500)",Elephant Moraine A79010,L6,1979
11609,86.4,"(-76.291110, 157.221670)",Elephant Moraine A79011,Eucrite-pmict,1979
11610,28800,"(64.700000, 141.200000)",Elga,"Iron, IIE",1959
11611,15200,"(-34.500000, 144.716670)",Eli Elwah,L6,1888
11612,936.8,"(33.783330, -103.576670)",Elida (a),L6,1968
11613,537.8,"(33.916670, -103.518330)",Elida (b),OC,1968
11614,385.5,"(33.790000, -103.563330)",Elida (c),H5,1968
11615,732,"(42.318000, -90.221000)",Elizabeth,"Iron, IAB-ung",
11616,573,"(37.016670, -101.883330)",Elkhart,H5,1936
11617,7500,"(72.883330, -25.116670)",Ella Island,L6,1971
11618,10200,"(-28.900000, 146.766670)",Ellerslie,L5,1905
11619,15700,"(38.807780, -104.569440)",Ellicott,"Iron, IAB-ung",1960
11620,4692,"(38.783330, -99.333330)",Ellis County,H6,1948
11621,2066,"(-23.833330, 27.916670)",Ellisras,Iron,1970
11622,7000,"(38.500000, -96.200000)",Elm Creek,H4,1906
11623,2305,"(31.533333, 8.883333)",El-Oued,H4,1952
11624,260,,Elqui,"Iron, IIAB",1990
11625,53.1,"(27.314170, 27.964670)",El-Quss Abu Said,CM2,1999
11626,1797,"(-29.450000, 143.600000)",Elsinora,H5,1922
11627,1200,"(-57.786670, -90.793330)",Eltanin,Mesosiderite,1981
11628,1900,"(33.716670, -100.833330)",Elton,"Iron, ungrouped",1936
11629,10900,"(38.280000, -97.365000)",Elyria,"Iron, IIIAB",1971
11630,16700,"(43.563330, -97.583330)",Emery,Mesosiderite-A3,1962
11631,450,"(39.716670, -77.300000)",Emmitsburg,"Iron, IIIAB?",1854
11632,19000,"(53.100000, 7.200000)",Emsland,"Iron, ungrouped",1940
11633,87.2,"(33.218880, 10.834450)",En Naffatiyah,L6,2007
11634,94,"(31.333330, -82.316670)",Enigma,H4,1967
11635,763,"(39.866670, -83.950000)",Enon,"Iron, ungrouped",1883
11636,325,"(27.266670, 6.766670)",Erg Tiferine,H5/6,2001
11637,3300,"(40.031670, -105.056670)",Erie,L6,1965
11638,190,"(-25.296470, 133.200060)",Erldunda,H5,1992
11639,1771.9,"(51.866670, 70.350000)",Erofeevka,H4,1937
11640,54.3,"(27.000000, -104.000000)",Escalón,H4,1979
11641,397,"(-33.866670, 121.916670)",Esperance,L/LL3.4,1991
11642,89,"(20.000000, -102.183330)",Espiritu Santo,"Iron, IIIAB",
11643,755000,"(-42.900000, -71.333330)",Esquel,"Pallasite, PMG",1951
11644,5000,"(34.611670, -115.033330)",Essex,H5,2002
11645,290000,"(33.900000, -101.750000)",Estacado,H6,1883
11646,1908,"(-24.229830, -68.892530)",Estación Imilac,H5,2004
11647,74318,"(-32.033330, 139.783330)",Ethiudna,L4,1977
11648,110700,"(-18.500000, 16.000000)",Etosha,"Iron, IC",1970
11649,450000,"(35.983330, -101.900000)",Etter,L5,1965
11650,2500,"(47.958330, -96.700000)",Euclid,H5,1970
11651,2300,"(34.470000, -101.758330)",Eunice,H5,1961
11652,502,"(28.833330, -81.683330)",Eustis,H4,1918
11653,6700,"(36.816670, -101.908330)",Eva,H5,1965
11654,445,"(43.603000, -103.026000)",Fairburn,"Iron, IAB-ung",1907
11655,1600,"(39.333330, -84.600000)",Fairfield,"Iron, IAB-MG",1974
11656,28800,"(34.101390, -102.650000)",Fairview,"Iron, IIIAB",1986
11657,105000,"(45.333330, -102.083330)",Faith,H5,1952
11658,4180,"(33.843330, -103.936670)",Falsey Draw,L6,1995
11659,19400,"(36.333330, -104.050000)",Farley,H5,1936
11660,4200,"(40.250000, -100.233330)",Farnum,L5,1937
11661,100000,"(39.616670, -94.866670)",Faucett,H5,1966
11662,13500,"(54.990560, 9.491940)",Felsted,"Iron, IIIAB",1977
11663,5400,"(36.550000, -102.783330)",Felt,H6,1970
11664,5590,"(36.583330, -102.700000)",Felt (b),L3.5-5,1990
11665,1861,"(-30.440280, 121.256940)",Fenbark,H5,1968
11666,458,"(40.500000, 113.000000)",Fengzhen,"Iron, IIIAB",
11667,1700,"(34.000000, -101.500000)",Ferguson Switch,H5,1937
11668,2201,"(52.800000, -112.983330)",Ferintosh,OC,1965
11669,8600,"(31.389720, -99.405830)",Fife,H5,2003
11670,113,"(49.883333, -103.600000)",Fillmore,Iron,1916
11671,39.61,,Finger Ridge 00100,H5,2000
11672,121.79,,Finger Ridge 00101,H4,2000
11673,78.11,,Finger Ridge 00102,H5,2000
11674,876.2,,Finger Ridge 01600,H5,2001
11675,287.5,,Finger Ridge 01601,L6,2001
11676,94.84,,Finger Ridge 01602,H5,2001
11677,583.8,,Finger Ridge 01603,L5,2001
11678,186.17,,Finger Ridge 01604,H5,2001
11679,102.59,,Finger Ridge 01605,H5,2001
11680,78300,"(70.000000, 24.000000)",Finmarken,"Pallasite, PMG",1902
11681,10700,"(34.266670, -101.566670)",Finney,L5,1962
11682,492,"(34.298330, -101.683330)",Finney (c),OC,1978
11683,27.3,"(31.735000, -110.753330)",Fish Canyon,"Iron, IAB complex",1992
11684,65.4,"(42.038390, -120.589420)",Fitzwater Pass,"Iron, IIIF",1974
11685,7000,"(34.433330, -102.516670)",Flagg,L5,1954
11686,4100,"(39.230000, -102.990000)",Flagler,H3.8,1972
11687,21360,"(44.048330, -96.591670)",Flandreau,H5,1983
11688,1750,"(40.683330, -102.816670)",Fleming,H3.7,1940
11689,110800,"(32.522500, -102.705000)",Florey,H6,1978
11690,13000,"(34.193330, -103.575000)",Floyd,L4,1966
11691,12500,"(33.983330, -101.283330)",Floydada,"Iron, IIIAB",1912
11692,6266,"(33.983330, -101.333330)",Floydada (b),H5,1999
11693,9500,"(32.800000, -101.116670)",Fluvanna (a),L5,1967
11694,4110,"(32.903330, -101.162780)",Fluvanna (b),H6,1976
11695,400,"(63.733330, 14.850000)",Föllinge,"Iron, IAB-sLH",1932
11696,26100,"(33.506670, -97.651390)",Forestburg (a),L4,1957
11697,26600,"(33.495560, -97.588610)",Forestburg (b),L5,1957
11698,97.7,"(-30.816670, 128.216670)",Forrest 001,H5,1967
11699,26000,"(-30.983330, 127.883330)",Forrest 002,L6,1980
11700,74,"(-30.900000, 128.083330)",Forrest 003,H3,1970
11701,64,"(-30.466670, 128.200000)",Forrest 004,L6,1970
11702,36,"(-30.458330, 128.216670)",Forrest 005,H4,1970
11703,47.3,"(-30.633330, 128.125000)",Forrest 006,L6,1977
11704,910,"(-30.785000, 128.016670)",Forrest 007,H4,1979
11705,122.6,"(-30.750000, 127.991670)",Forrest 008,L6,1979
11706,1000,"(-30.150000, 128.083330)",Forrest 009,L6,1979
11707,359,"(-30.116670, 127.866670)",Forrest 010,L4,1982
11708,34.6,"(-30.150000, 128.083330)",Forrest 011,H5,1982
11709,28.6,"(-30.150000, 128.083330)",Forrest 012,H5,1982
11710,26.9,"(-30.150000, 128.083330)",Forrest 013,L6,1982
11711,104,"(-30.783330, 127.750000)",Forrest 014,H5,1990
11712,82,"(-30.783330, 127.800000)",Forrest 015,H4,1990
11713,46.87,"(-30.153830, 128.072830)",Forrest 016,H5-6,1992
11714,4.6,"(-30.174170, 128.069000)",Forrest 017,H4,1992
11715,54.41,"(-30.166670, 128.083330)",Forrest 018,H6,1992
11716,42.94,"(-30.166670, 126.083330)",Forrest 019,H5,1992
11717,6.99,"(-30.737830, 127.953670)",Forrest 020,L5/6,1992
11718,59.7,"(-30.757000, 127.951670)",Forrest 021,L6,1992
11719,7.46,"(-30.772830, 127.946670)",Forrest 022,L5,1992
11720,7.67,"(-30.781670, 127.944170)",Forrest 023,L4,1992
11721,16.23,"(-30.758000, 127.947830)",Forrest 024,LL6,1992
11722,8.11,"(-30.756000, 127.937170)",Forrest 025,L5,1992
11723,64.11,"(-30.757000, 127.938000)",Forrest 026,H5/6,1992
11724,14.41,"(-30.759670, 127.949830)",Forrest 027,L5/6,1992
11725,48.7,"(-30.732330, 127.949000)",Forrest 028,L7,1992
11726,6,"(-30.731500, 127.939170)",Forrest 029,H3-5,1992
11727,77.68,"(-30.731000, 127.939170)",Forrest 030,L6/7,1992
11728,0.83,"(-30.737830, 127.953670)",Forrest 031,H4,1992
11729,1.38,"(-30.716670, 127.933330)",Forrest 032,L6/7,1992
11730,31.3,"(-30.750000, 128.083330)",Forrest 033,EL6,1991
11731,99,"(-30.750000, 128.083330)",Forrest 034,L6,1991
11732,166,"(-30.750000, 128.083330)",Forrest 035,L6,1991
11733,57,"(-30.750000, 128.083330)",Forrest 036,H6,1991
11734,10,"(-30.750000, 128.083330)",Forrest 037,H4,1991
11735,500,"(-29.416670, 129.500000)",Forrest Lakes,LL5,1948
11736,52,"(-29.583330, 128.916670)",Forrest Lakes 002,H5,1974
11737,22700,"(36.100000, -80.200000)",Forsyth County,"Iron, IIAB",1891
11738,15900,"(44.350000, -100.383330)",Fort Pierre,"Iron, IIIAB",1856
11739,4762.8,"(30.916670, -103.066670)",Fort Stockton,Iron,1952
11740,312,"(-35.133330, -65.366670)",Fortuna,Winonaite,1998
11741,1992,"(33.100000, -102.266670)",Foster,H4,1975
11742,6000,"(30.066670, -6.900000)",Foum Zguid,"Iron, IIAB",1998
11743,60,"(33.610000, -111.720000)",Fountain Hills,CBa,2002
11744,25000,"(37.000000, -109.050000)",Four Corners,"Iron, IAB-ung",1924
11745,18800,"(38.816670, -104.616670)",Franceville,"Iron, IIIAB",1890
11746,100000,"(34.716370, -114.221970)",Franconia,H5,2002
11747,4700,"(32.333330, -102.745000)",Frankel City,L6,1977
11748,10900,"(38.200000, -84.833330)",Frankfort (iron),"Iron, IIIAB",1866
11749,9062,"(36.716670, -86.566670)",Franklin,H5,1921
11750,108,"(38.500000, -100.000000)",Franklinville,L6,1888
11751,268,"(46.383330, -101.233330)",Freda,"Iron, IAB-sLH",1919
11752,6647,"(38.500000, -105.500000)",Fremont Butte,L4,1963
11753,8800,"(-30.608330, 115.166670)",Frenchman Bay,H3.5,1964
11754,21900,"(34.540000, -102.568330)",Friona,L5,1981
11755,3.2,"(-72.951940, 160.500560)",Frontier Mountain 01001,H5/6,2001
11756,13.6,"(-72.952500, 160.505280)",Frontier Mountain 01002,H3,2001
11757,14.3,"(-72.951940, 160.508060)",Frontier Mountain 01003,H6,2001
11758,7.4,"(-72.951670, 160.508890)",Frontier Mountain 01004,H5,2001
11759,6.6,"(-72.951670, 160.508890)",Frontier Mountain 01005,L3,2001
11760,5.6,"(-72.951670, 160.509170)",Frontier Mountain 01006,H5,2001
11761,2.6,"(-72.951940, 160.509440)",Frontier Mountain 01007,L4,2001
11762,3.2,"(-72.951940, 160.509440)",Frontier Mountain 01008,L3,2001
11763,6.7,"(-72.952780, 160.511390)",Frontier Mountain 01009,H6,2001
11764,0.7,"(-72.952500, 160.507500)",Frontier Mountain 01010,H5,2001
11765,11.6,"(-72.963610, 160.536670)",Frontier Mountain 01011,H5,2001
11766,19.2,"(-72.971110, 160.333890)",Frontier Mountain 01012,Ureilite,2001
11767,11.4,"(-72.987220, 160.406390)",Frontier Mountain 01013,H3,2001
11768,3.6,"(-72.988890, 160.405000)",Frontier Mountain 01014,H3/4,2001
11769,1.2,"(-72.988890, 160.405830)",Frontier Mountain 01015,H5,2001
11770,1.6,"(-72.989170, 160.405830)",Frontier Mountain 01016,H3,2001
11771,1.5,"(-72.988890, 160.405280)",Frontier Mountain 01017,H3-4,2001
11772,1.2,"(-72.988890, 160.404720)",Frontier Mountain 01018,H5,2001
11773,1.9,"(-72.990000, 160.403330)",Frontier Mountain 01019,H3-6,2001
11774,2.3,"(-72.989720, 160.403330)",Frontier Mountain 01020,H6,2001
11775,3.5,"(-72.986670, 160.402500)",Frontier Mountain 01022,H5,2001
11776,3.3,"(-72.987500, 160.400560)",Frontier Mountain 01023,H6,2001
11777,14.8,"(-72.952500, 160.518330)",Frontier Mountain 01024,L4,2001
11778,8,"(-72.988890, 160.406110)",Frontier Mountain 01025,L3,2001
11779,2.7,"(-72.988890, 160.405560)",Frontier Mountain 01026,H4,2001
11780,7.3,"(-72.990280, 160.403890)",Frontier Mountain 01027,H4,2001
11781,3.9,"(-72.990280, 160.404440)",Frontier Mountain 01028,H6,2001
11782,8.4,"(-72.990560, 160.402780)",Frontier Mountain 01029,L4/5,2001
11783,6,"(-72.990830, 160.402500)",Frontier Mountain 01030,Ureilite,2001
11784,9,"(-72.990000, 160.403890)",Frontier Mountain 01031,H3-6,2001
11785,27,"(-72.990830, 160.403330)",Frontier Mountain 01032,H3,2001
11786,6.2,"(-72.990280, 160.401940)",Frontier Mountain 01033,H3-6,2001
11787,1,"(-72.988890, 160.405280)",Frontier Mountain 01034,H3,2001
11788,2.6,"(-72.988890, 160.405280)",Frontier Mountain 01035,H3,2001
11789,0.8,"(-72.988890, 160.405280)",Frontier Mountain 01036,H3-6,2001
11790,18.2,"(-72.988890, 160.405280)",Frontier Mountain 01037,H3-6,2001
11791,3.1,"(-72.988890, 160.405280)",Frontier Mountain 01038,H3,2001
11792,22,"(-72.989440, 160.407220)",Frontier Mountain 01039,H3/4,2001
11793,13.6,"(-72.988890, 160.405280)",Frontier Mountain 01040,H3/4,2001
11794,4.9,"(-72.990830, 160.407500)",Frontier Mountain 01041,H3-6,2001
11795,2,"(-72.989170, 160.407220)",Frontier Mountain 01042,H3-5,2001
11796,0.7,"(-72.988330, 160.406940)",Frontier Mountain 01043,H3-5,2001
11797,26.6,"(-72.989170, 160.405280)",Frontier Mountain 01044,H5,2001
11798,8.9,"(-72.989170, 160.405280)",Frontier Mountain 01045,H4,2001
11799,5.1,"(-72.989440, 160.402780)",Frontier Mountain 01046,H4,2001
11800,0.9,"(-72.989720, 160.404440)",Frontier Mountain 01047,H4/5,2001
